2342
int,int,int,int,float,float
0,3,9,15,1.265,110.780
0,3,9,18,1.205,114.743
0,3,9,20,1.198,109.751
0,3,9,25,0.873,119.927
0,3,9,27,0.818,108.779
0,3,9,34,1.355,108.199
0,3,9,35,1.511,109.907
1,3,9,37,1.185,111.663
1,3,9,39,1.396,108.538
0,3,9,40,1.365,109.440
0,3,9,41,1.169,112.551
0,3,9,45,1.369,109.796
1,3,9,53,1.351,110.578
1,3,9,54,1.643,98.943
0,3,9,55,1.431,106.195
0,3,9,56,1.375,109.289
1,3,9,57,1.125,115.780
1,3,9,63,1.247,109.989
1,3,9,64,1.302,106.461
1,3,9,78,1.323,106.641
1,3,9,81,1.567,101.581
0,4,9,19,0.456,161.741
1,4,9,67,1.402,108.868
0,6,9,67,1.794,105.043
0,9,9,10,1.518,109.154
1,9,9,37,1.397,108.014
0,9,9,40,1.594,106.413
0,9,9,62,1.390,114.417
1,9,9,63,1.320,112.325
1,9,9,64,1.352,109.711
1,37,9,53,1.343,110.162
1,37,9,67,1.296,111.871
0,40,9,67,1.538,108.056
1,53,9,64,1.318,111.149
0,0,10,0,0.000,117.500
3,0,10,0,0.000,58.900
4,0,10,0,0.000,92.900
0,1,10,1,1.117,117.909
0,1,10,2,1.004,118.916
0,1,10,3,0.821,119.600
0,1,10,6,1.179,108.865
0,1,10,8,1.137,116.189
0,1,10,9,1.132,117.005
0,1,10,10,1.247,111.009
0,1,10,17,1.014,122.388
0,1,10,20,0.960,119.679
0,1,10,25,0.745,125.390
0,1,10,28,0.552,120.066
0,1,10,37,1.038,116.332
0,1,10,39,1.060,120.838
0,1,10,40,1.194,113.314
0,1,10,41,1.031,118.033
0,1,10,45,1.268,109.599
0,1,10,63,0.949,122.185
0,1,10,64,0.960,121.315
0,2,10,2,1.146,112.878
0,2,10,3,1.000,120.703
0,2,10,6,1.405,111.609
0,2,10,20,1.132,111.544
0,2,10,28,0.638,118.553
0,2,10,37,0.977,121.506
0,3,10,3,0.709,120.274
0,3,10,4,0.864,130.236
0,3,10,6,0.960,110.133
0,3,10,8,1.168,116.075
4,3,10,8,1.527,93.608
0,3,10,9,1.174,116.443
0,3,10,10,1.184,115.377
0,3,10,13,0.998,118.867
0,3,10,14,0.871,124.162
0,3,10,15,1.076,118.969
0,3,10,17,1.132,116.612
0,3,10,20,0.936,122.540
4,3,10,20,1.371,93.349
0,3,10,22,0.975,120.929
0,3,10,25,0.794,122.157
0,3,10,26,0.848,117.912
0,3,10,28,0.575,120.277
0,3,10,34,1.251,112.201
0,3,10,35,1.395,112.633
0,3,10,37,1.023,118.596
0,3,10,40,1.216,113.680
0,3,10,41,1.098,115.913
0,3,10,45,1.212,113.447
0,3,10,63,1.091,115.381
0,3,10,64,1.048,117.574
0,4,10,20,0.816,131.702
0,6,10,28,0.829,113.214
0,6,10,37,1.393,111.476
0,8,10,28,0.703,117.160
0,8,10,37,1.167,115.599
0,9,10,26,0.847,123.206
0,9,10,28,0.751,114.501
0,9,10,37,1.222,113.553
0,9,10,39,1.310,115.309
0,10,10,28,0.735,114.715
0,10,10,41,1.237,113.743
0,15,10,28,0.614,119.033
4,20,10,20,1.381,91.694
0,20,10,28,0.555,123.394
0,20,10,37,1.006,117.703
3,22,10,22,0.202,58.894
0,22,10,28,0.605,119.583
0,25,10,28,0.447,122.785
0,28,10,28,0.435,115.630
0,28,10,34,0.757,113.000
0,28,10,35,0.836,114.000
0,28,10,37,0.628,118.227
0,28,10,40,0.754,113.000
0,28,10,41,0.560,128.067
0,28,10,63,0.640,118.099
0,28,10,64,0.643,117.575
0,37,10,40,1.232,112.412
0,0,15,0,0.000,97.900
4,0,15,0,0.000,80.200
0,1,15,1,1.654,97.335
0,1,15,2,1.321,97.853
0,1,15,3,1.325,97.326
0,1,15,4,1.344,97.370
0,1,15,9,1.725,89.814
0,1,15,15,1.377,100.316
0,1,15,18,1.309,101.641
0,1,15,19,1.007,102.069
0,1,15,20,1.366,94.913
0,1,15,22,1.268,99.768
0,1,15,25,0.967,104.732
0,1,15,30,1.379,95.613
0,1,15,37,1.439,97.111
0,1,15,40,1.555,94.643
0,1,15,57,1.301,98.686
0,1,15,63,1.304,98.330
0,1,15,64,1.306,98.066
0,1,15,71,0.931,96.494
0,2,15,2,1.434,95.108
0,2,15,3,1.318,98.813
0,2,15,4,1.426,95.780
0,2,15,15,1.457,97.789
0,2,15,37,1.362,96.942
0,2,15,43,1.709,90.872
0,3,15,3,1.402,95.424
0,3,15,6,1.804,94.075
0,3,15,15,1.403,99.399
4,3,15,20,1.666,79.842
0,3,15,37,1.308,98.541
0,3,15,63,1.390,96.051
0,3,15,71,0.830,97.000
0,6,15,37,1.679,97.231
0,8,15,8,1.444,105.143
0,8,15,37,1.446,98.976
0,9,15,9,1.626,98.524
0,9,15,64,1.504,97.105
0,10,15,15,1.415,103.715
0,12,15,37,1.428,97.534
0,15,15,15,1.413,104.893
0,15,15,18,1.563,99.173
0,15,15,37,1.361,100.790
0,15,15,64,1.332,102.040
0,15,15,71,0.787,99.239
4,20,15,30,1.978,73.428
0,20,15,37,1.361,95.589
0,25,15,25,0.947,99.505
4,25,15,25,1.030,87.982
0,25,15,26,1.002,96.851
0,25,15,37,1.172,95.428
0,26,15,37,1.144,96.710
4,30,15,30,1.732,79.546
0,37,15,37,1.295,98.802
0,37,15,63,1.379,96.197
0,37,15,64,1.286,99.423
0,37,15,71,0.813,96.222
0,71,15,71,0.734,93.377
0,0,17,0,0.000,99.400
4,0,17,0,0.000,78.400
0,1,17,1,1.415,93.266
0,1,17,2,1.387,94.732
0,1,17,3,1.430,92.852
0,1,17,6,1.863,92.132
0,1,17,7,1.408,107.104
0,1,17,8,1.661,91.498
0,1,17,10,1.547,94.839
0,1,17,20,1.453,91.368
0,1,17,22,1.423,92.591
0,1,17,37,1.376,94.911
0,2,17,2,1.313,97.901
0,2,17,7,1.478,105.412
0,2,17,43,1.207,108.882
0,3,17,7,1.513,103.431
0,6,17,6,2.164,97.766
0,6,17,7,1.850,107.431
0,7,17,8,1.438,113.808
0,7,17,10,1.525,110.549
0,7,17,20,1.442,104.737
0,7,17,22,1.449,104.928
0,7,17,37,1.500,104.313
4,8,17,20,1.891,78.354
0,8,17,37,1.687,91.169
0,37,17,37,1.487,91.633
0,0,18,0,0.000,104.600
4,0,18,0,0.000,80.300
0,1,18,1,1.230,101.166
0,1,18,2,1.264,100.420
0,1,18,3,1.242,100.883
0,1,18,6,1.744,95.671
0,1,18,9,1.438,99.465
0,1,18,20,1.224,101.315
0,1,18,22,1.207,101.417
0,1,18,32,1.446,107.066
0,1,18,37,1.234,101.070
0,1,18,43,1.449,98.014
0,1,18,48,1.277,106.586
0,1,18,62,1.374,102.402
0,2,18,2,1.254,101.492
0,2,18,6,1.664,98.668
0,2,18,9,1.539,96.849
0,2,18,32,1.422,108.979
0,2,18,37,1.263,100.489
0,2,18,48,1.083,116.668
0,3,18,9,1.418,100.361
0,3,18,32,1.557,103.453
0,3,18,43,1.350,101.747
0,6,18,6,1.922,103.052
0,6,18,9,1.916,97.446
0,6,18,32,1.837,108.063
0,6,18,37,1.528,102.229
0,6,18,43,1.644,103.815
0,9,18,12,1.464,101.180
0,9,18,32,1.583,109.945
0,9,18,37,1.358,102.378
0,9,18,43,1.323,109.227
0,12,18,32,1.584,103.959
0,12,18,37,1.376,98.976
0,15,18,32,1.497,107.170
0,15,18,37,1.324,101.399
0,20,18,32,1.383,109.292
0,20,18,37,1.108,106.508
4,20,18,43,1.831,80.297
0,22,18,32,1.465,105.247
0,32,18,32,1.569,120.924
0,32,18,37,1.497,105.280
0,32,18,39,1.804,101.600
0,32,18,43,1.569,108.548
0,32,18,48,1.229,126.841
0,32,18,55,1.509,112.548
0,32,18,58,1.592,106.139
0,32,18,62,1.326,121.426
0,32,18,63,1.571,103.212
0,32,18,64,1.634,101.771
0,32,18,80,1.400,110.401
0,37,18,37,1.157,104.380
0,37,18,39,1.404,99.854
0,37,18,43,1.416,99.200
0,37,18,48,1.330,104.466
0,37,18,55,1.397,100.926
0,37,18,62,1.178,110.665
0,37,18,63,1.202,102.735
0,43,18,43,1.545,99.905
0,43,18,64,1.285,104.868
0,0,19,0,0.000,108.700
4,0,19,0,0.000,89.900
0,1,19,1,0.616,113.339
0,1,19,5,0.390,110.795
0,1,19,6,0.777,113.958
0,1,19,8,0.716,111.521
0,1,19,9,0.779,106.380
0,1,19,12,0.729,108.947
0,1,19,20,0.656,108.828
0,1,19,40,0.754,108.858
0,1,19,63,0.699,106.924
0,1,19,75,0.530,111.633
0,2,19,12,0.819,102.981
0,5,19,5,0.258,108.699
0,5,19,6,0.520,109.677
0,5,19,8,0.461,109.070
0,5,19,12,0.446,106.756
0,6,19,6,1.051,111.280
0,6,19,12,0.968,106.022
0,6,19,37,0.870,108.096
0,8,19,8,0.862,108.099
0,8,19,12,0.786,110.683
0,12,19,12,0.879,104.597
0,15,19,15,0.816,108.681
4,20,19,20,0.802,89.931
0,37,19,37,0.726,105.045
0,0,20,0,0.000,113.200
4,0,20,0,0.000,88.800
0,1,20,1,0.943,113.131
0,1,20,3,0.906,114.940
0,1,20,5,0.417,114.057
0,1,20,6,1.231,110.677
0,1,20,8,1.080,111.090
0,1,20,10,1.100,110.057
0,1,20,11,1.173,110.993
0,1,20,12,0.976,114.773
0,1,20,15,1.035,111.226
0,1,20,18,0.978,115.383
0,1,20,20,0.502,113.313
0,1,20,22,0.915,115.201
0,1,20,25,0.744,116.096
0,1,20,26,0.721,117.611
0,1,20,30,0.908,115.220
0,1,20,34,1.090,110.505
0,1,20,37,0.947,112.650
0,1,20,41,0.973,111.787
0,1,20,43,1.087,110.187
0,1,20,45,1.132,108.074
0,2,20,3,0.982,111.060
0,2,20,5,0.596,113.035
0,2,20,6,1.139,115.851
0,2,20,12,0.951,116.750
0,2,20,20,0.931,114.138
0,3,20,3,0.982,109.919
0,3,20,5,0.624,112.989
0,3,20,6,1.157,113.611
4,3,20,8,1.473,87.271
0,3,20,10,1.016,113.988
0,3,20,11,1.184,109.849
0,3,20,12,0.969,114.891
0,3,20,13,1.008,110.951
0,3,20,20,0.849,118.273
4,3,20,20,1.524,88.961
0,3,20,34,1.137,107.667
4,3,20,37,1.382,85.619
0,3,20,43,0.960,116.707
0,4,20,5,0.584,115.078
0,4,20,20,0.920,115.312
0,5,20,5,0.439,109.107
0,5,20,6,0.818,111.352
0,5,20,8,0.728,114.011
0,5,20,9,0.657,112.826
0,5,20,10,0.663,112.010
0,5,20,12,0.339,114.117
0,5,20,15,0.562,114.339
0,5,20,17,0.561,113.000
0,5,20,18,0.605,111.570
0,5,20,20,0.564,113.940
0,5,20,26,0.472,109.722
0,5,20,30,0.688,116.038
0,5,20,34,0.661,112.000
0,5,20,37,0.552,115.670
0,5,20,40,0.682,111.331
0,5,20,43,0.655,111.686
0,6,20,6,1.443,114.408
0,6,20,10,1.225,116.666
0,6,20,13,1.162,114.868
0,6,20,20,1.109,116.117
4,6,20,20,1.433,93.413
0,6,20,22,1.106,117.205
0,6,20,30,1.144,114.705
4,6,20,30,1.658,87.873
0,8,20,20,1.185,105.606
4,8,20,20,1.486,91.244
0,8,20,26,0.874,111.782
0,9,20,20,1.103,109.640
0,10,20,15,1.170,109.525
0,10,20,17,1.127,110.564
0,10,20,18,1.404,100.845
0,10,20,20,1.032,113.170
4,10,20,20,1.468,87.497
4,10,20,30,1.507,86.657
0,10,20,37,0.963,117.360
0,11,20,11,1.504,108.020
0,11,20,17,1.221,109.460
0,11,20,20,1.051,116.673
0,11,20,30,0.997,120.309
0,12,20,12,1.020,117.603
0,12,20,19,0.973,105.821
0,12,20,20,0.866,118.108
0,12,20,30,0.887,120.399
0,13,20,13,1.077,113.361
0,13,20,20,0.938,115.037
0,14,20,20,0.837,112.888
0,15,20,15,1.094,114.048
0,15,20,20,1.058,109.793
4,15,20,20,1.324,90.483
0,15,20,30,0.960,115.468
4,15,20,30,1.447,86.726
4,17,20,17,1.309,94.977
0,17,20,20,0.930,116.108
0,18,20,20,1.007,113.480
4,18,20,20,1.355,90.185
0,18,20,41,1.241,102.656
0,19,20,19,0.567,122.298
4,19,20,19,0.921,88.477
0,20,20,20,1.008,108.644
4,20,20,20,1.149,90.294
0,20,20,22,0.840,119.817
4,20,20,22,1.364,86.669
4,20,20,25,1.181,84.818
0,20,20,30,0.994,109.745
4,20,20,30,1.399,85.303
0,20,20,34,1.069,111.143
4,20,20,34,1.382,90.128
0,20,20,37,0.833,119.709
4,20,20,37,1.346,86.810
0,20,20,40,1.097,110.254
0,20,20,41,0.922,114.408
0,20,20,43,0.964,116.540
4,20,20,43,1.290,92.879
0,20,20,45,1.083,110.090
0,22,20,22,0.866,118.829
4,22,20,22,1.649,79.399
4,26,20,26,0.789,96.811
0,26,20,34,0.843,113.805
0,34,20,41,1.070,111.943
0,37,20,43,0.954,117.365
0,0,22,0,0.000,116.100
3,0,22,0,0.000,59.400
4,0,22,0,0.000,91.600
0,1,22,1,0.903,116.483
0,1,22,2,0.884,118.360
0,1,22,3,0.836,121.424
0,1,22,4,0.900,117.720
0,1,22,5,0.604,111.788
0,1,22,6,1.179,113.545
0,1,22,8,0.973,117.469
0,1,22,17,1.070,109.087
0,1,22,18,1.097,108.265
0,1,22,22,0.871,118.246
0,1,22,37,0.882,118.041
0,1,22,43,1.014,114.899
3,2,22,2,0.263,48.820
0,2,22,3,0.956,114.147
0,2,22,4,0.784,126.957
0,2,22,5,0.573,115.869
0,2,22,6,1.012,123.319
0,2,22,22,0.880,118.260
3,2,22,22,0.166,60.845
0,2,22,45,1.009,116.146
0,3,22,3,0.819,122.977
0,3,22,4,0.876,119.718
0,3,22,5,0.559,116.738
0,3,22,6,1.184,113.646
0,3,22,8,1.072,112.261
0,3,22,10,0.987,117.750
0,3,22,12,0.930,118.047
4,3,22,20,1.267,90.869
0,3,22,22,0.861,119.252
4,3,22,22,1.196,93.287
4,3,22,30,1.301,89.217
0,3,22,37,0.852,120.464
0,3,22,40,1.033,114.288
0,3,22,43,1.124,109.441
0,3,22,45,1.117,110.033
0,4,22,5,0.560,118.000
0,4,22,6,1.200,113.650
0,4,22,8,0.966,119.034
0,4,22,15,0.931,120.455
0,4,22,22,0.877,118.890
0,4,22,45,1.089,112.227
0,5,22,5,0.242,114.938
0,5,22,6,0.683,117.836
0,5,22,8,0.621,115.758
0,5,22,10,0.658,113.806
0,5,22,11,0.776,108.296
0,5,22,12,0.620,109.865
0,5,22,20,0.623,110.000
0,5,22,22,0.583,117.875
0,5,22,37,0.532,119.438
0,5,22,40,0.653,112.855
0,5,22,41,0.519,122.000
0,5,22,43,0.658,112.128
0,5,22,45,0.665,112.000
0,6,22,12,1.136,118.409
0,6,22,17,1.328,108.583
0,6,22,18,1.381,107.009
0,6,22,22,1.124,115.942
3,6,22,22,0.205,60.711
0,6,22,37,1.093,118.170
3,6,22,43,0.179,68.138
0,6,22,45,1.422,108.368
0,8,22,22,0.925,120.144
3,8,22,22,0.176,61.507
0,10,22,22,0.916,121.411
3,10,22,22,0.184,60.603
0,11,22,11,1.610,102.859
0,11,22,22,1.062,116.086
0,12,22,12,1.067,114.988
0,12,22,22,0.925,117.971
0,13,22,13,1.085,113.473
0,13,22,22,0.908,117.606
0,15,22,22,0.918,120.404
0,17,22,22,1.029,111.106
0,18,22,22,1.078,109.054
0,20,22,22,0.812,122.430
4,20,22,22,1.198,92.930
0,22,22,22,0.787,124.070
3,22,22,22,0.171,60.000
4,22,22,22,1.225,91.653
0,22,22,30,0.777,124.514
0,22,22,34,0.983,116.415
0,22,22,37,0.847,120.135
3,22,22,40,0.178,61.163
0,22,22,41,0.886,118.045
3,22,22,43,0.176,61.536
0,22,22,45,1.022,114.380
0,34,22,41,1.008,116.095
0,37,22,37,0.846,120.774
3,37,22,37,0.237,51.029
0,37,22,43,0.936,119.789
0,0,25,0,0.000,106.500
4,0,25,0,0.000,89.100
0,1,25,1,1.072,99.158
0,1,25,3,1.268,91.423
0,1,25,6,1.394,98.288
0,1,25,8,1.150,101.775
0,1,25,12,1.180,98.890
0,1,25,15,1.074,103.431
0,1,25,25,0.852,100.707
0,1,25,32,1.186,107.891
0,1,25,37,0.972,104.924
0,1,25,40,1.358,93.644
0,1,25,43,1.190,98.760
0,1,25,71,0.537,109.363
0,1,25,72,0.976,111.306
0,2,25,6,1.302,102.892
0,2,25,8,1.022,109.148
0,2,25,10,1.629,85.839
0,2,25,32,0.983,120.127
0,2,25,72,0.863,119.249
0,3,25,6,1.277,103.026
0,3,25,32,1.164,109.307
0,6,25,6,1.769,99.311
0,6,25,8,1.419,104.161
0,6,25,9,1.403,105.407
0,6,25,10,1.448,102.194
0,6,25,11,1.680,99.260
0,6,25,12,1.489,98.818
0,6,25,32,1.501,109.688
0,6,25,37,1.312,102.280
0,6,25,39,1.617,97.314
0,6,25,40,1.380,105.601
0,6,25,71,0.844,100.242
0,6,25,72,1.219,112.058
0,8,25,8,1.224,105.341
0,8,25,10,1.214,104.893
0,8,25,11,1.411,101.655
0,8,25,20,1.010,108.094
0,8,25,32,1.217,114.325
0,8,25,37,1.106,104.742
0,8,25,40,1.265,103.617
0,8,25,72,0.977,117.767
0,9,25,32,1.232,114.493
0,10,25,10,1.346,98.856
0,10,25,32,1.273,110.640
0,10,25,72,1.021,114.624
0,11,25,32,1.528,106.045
0,12,25,12,1.303,99.224
0,12,25,32,1.305,106.320
0,15,25,15,1.113,107.673
4,15,25,15,1.264,93.138
0,15,25,32,1.248,107.964
0,15,25,72,0.933,119.729
4,20,25,20,1.220,85.039
0,20,25,72,0.965,111.595
0,25,25,72,0.890,106.612
0,32,25,32,1.248,122.857
0,32,25,37,1.097,113.430
0,32,25,39,1.605,99.255
0,32,25,40,1.122,119.057
0,32,25,43,1.257,110.308
0,32,25,57,1.219,108.740
0,32,25,63,1.211,108.168
0,32,25,71,0.642,117.733
0,32,25,72,1.050,121.823
0,37,25,37,0.947,107.124
0,37,25,40,0.965,112.107
0,37,25,72,0.868,118.776
0,40,25,40,1.496,95.270
0,40,25,72,1.035,114.441
0,57,25,57,1.059,102.995
0,63,25,63,1.032,102.950
0,71,25,71,0.419,100.483
0,0,26,0,0.000,98.100
4,0,26,0,0.000,83.600
0,1,26,1,1.085,98.054
0,1,26,8,1.263,96.331
0,1,26,10,1.115,102.175
0,1,26,12,1.147,98.926
0,1,26,15,1.141,100.260
0,1,26,20,1.075,98.171
0,1,26,26,0.997,92.571
0,1,26,37,1.081,98.754
0,1,26,71,0.672,97.353
0,6,26,6,1.833,97.935
0,6,26,11,1.663,100.061
0,6,26,12,1.442,99.021
0,8,26,8,1.189,105.662
0,8,26,12,1.028,110.069
0,8,26,34,1.509,93.096
0,11,26,11,1.757,94.795
0,12,26,15,1.271,99.730
0,12,26,34,1.508,90.565
0,12,26,40,1.165,103.783
0,12,26,71,0.704,96.577
0,15,26,26,1.047,96.592
0,15,26,40,1.543,91.164
4,20,26,20,1.252,83.624
0,71,26,71,0.473,94.470
0,0,30,0,0.000,134.200
1,0,30,0,0.000,131.800
4,0,30,0,0.000,97.700
7,0,30,0,0.000,92.300
1,2,30,3,0.778,128.756
0,2,30,15,0.805,130.439
0,2,30,20,0.727,132.187
0,2,30,22,0.737,131.100
1,2,30,30,0.751,132.225
1,3,30,4,0.721,134.566
1,3,30,5,0.410,135.975
1,3,30,6,0.845,137.596
1,3,30,20,0.714,130.677
7,3,30,20,1.280,89.957
1,3,30,30,0.857,122.418
7,3,30,30,1.260,93.102
0,4,30,20,0.690,136.444
0,5,30,20,0.390,131.835
0,5,30,30,0.364,132.652
0,6,30,30,0.876,139.045
0,15,30,15,0.876,130.718
4,15,30,15,1.239,101.359
0,15,30,30,0.782,132.228
4,15,30,30,1.141,100.902
4,20,30,30,1.117,95.513
7,20,30,30,1.191,93.909
0,20,30,40,0.769,134.526
1,20,30,67,0.704,138.631
4,22,30,22,1.179,93.007
8,30,30,30,1.230,93.732
0,30,30,40,0.706,145.470
1,30,30,67,0.907,125.792
0,0,34,0,0.000,109.400
4,0,34,0,0.000,89.400
0,1,34,1,0.862,112.251
0,1,34,2,1.154,109.212
0,1,34,8,1.330,106.399
0,1,34,9,1.166,112.989
0,1,34,10,1.388,104.291
0,1,34,20,1.201,106.135
0,1,34,26,0.913,112.004
0,1,34,36,0.576,111.206
0,1,34,37,1.141,109.045
0,2,34,36,0.694,112.000
0,8,34,36,0.796,109.753
0,9,34,36,0.793,108.649
0,10,34,36,0.828,108.000
4,20,34,20,1.448,89.411
0,20,34,36,0.665,112.526
0,22,34,36,0.694,110.000
0,36,34,36,0.578,107.787
0,36,34,37,0.717,108.668
0,36,34,43,0.840,108.000
0,0,37,0,0.000,118.800
1,0,37,0,0.000,115.900
3,0,37,0,0.000,64.700
4,0,37,0,0.000,91.800
0,1,37,37,0.803,120.419
0,1,37,38,0.992,118.432
0,1,37,58,1.027,116.528
0,1,37,63,0.837,123.024
0,1,37,64,0.821,124.073
0,1,37,69,1.038,115.506
1,2,37,37,0.712,119.695
1,2,37,38,1.029,117.220
1,3,37,37,0.798,114.475
7,3,37,37,1.320,90.784
1,3,37,38,1.109,112.724
1,3,37,58,1.134,111.566
1,3,37,69,1.119,111.916
1,4,37,37,0.906,119.614
1,4,37,38,1.087,114.623
0,5,37,37,0.563,120.571
0,5,37,38,0.693,115.588
0,5,37,58,0.699,113.316
0,5,37,63,0.702,121.238
0,5,37,64,0.523,121.446
0,5,37,69,0.794,111.638
0,5,37,78,0.563,119.432
0,6,37,37,0.968,116.495
0,6,37,38,1.324,115.886
0,6,37,64,1.139,118.868
1,9,37,37,0.974,121.003
1,9,37,38,1.137,117.591
0,10,37,37,1.025,117.918
0,10,37,38,1.088,120.135
0,10,37,58,1.077,120.925
0,11,37,37,1.094,118.065
0,11,37,38,1.223,117.328
0,12,37,37,0.950,118.495
0,12,37,38,1.126,113.859
0,12,37,64,1.076,111.320
0,13,37,37,0.917,118.117
0,14,37,37,0.861,118.045
0,15,37,37,0.755,121.037
0,15,37,38,1.027,119.421
0,15,37,64,0.976,117.125
0,17,37,37,0.930,119.408
0,17,37,38,1.179,110.828
0,17,37,64,0.946,118.357
0,18,37,37,1.029,113.991
0,18,37,38,1.278,106.908
0,18,37,64,0.975,117.029
0,19,37,37,0.660,125.278
0,20,37,37,0.744,129.614
4,20,37,37,1.217,93.425
0,22,37,37,0.805,125.777
3,22,37,37,0.152,64.704
0,22,37,38,0.904,124.494
0,25,37,37,0.718,121.600
0,26,37,37,0.691,122.967
0,34,37,37,1.030,116.423
0,34,37,64,1.074,113.905
0,35,37,37,0.964,131.858
0,35,37,38,1.187,124.980
0,37,37,37,0.669,119.977
1,37,37,37,0.864,122.227
4,37,37,37,1.380,90.193
0,37,37,38,0.596,126.139
1,37,37,38,1.033,117.271
0,37,37,39,1.038,117.619
1,37,37,39,1.078,114.622
0,37,37,40,1.045,121.633
0,37,37,41,0.892,119.572
0,37,37,43,1.013,117.860
0,37,37,45,1.114,112.337
0,37,37,46,0.999,120.038
0,37,37,55,1.002,120.163
0,37,37,56,1.020,117.801
1,37,37,57,0.881,120.932
0,37,37,58,1.014,120.052
1,37,37,58,1.127,112.251
0,37,37,61,1.072,115.515
0,37,37,62,0.941,124.384
0,37,37,63,0.478,111.243
1,37,37,63,0.894,120.190
0,37,37,64,0.423,112.567
1,37,37,64,0.912,118.973
1,37,37,67,1.064,114.980
0,37,37,69,0.872,116.778
1,37,37,69,1.042,116.438
0,37,37,78,0.974,116.439
0,37,37,81,1.034,115.664
1,37,37,81,1.104,111.759
0,38,37,38,0.725,128.938
0,38,37,40,1.024,123.755
0,38,37,43,1.165,115.355
0,38,37,58,0.979,128.362
1,38,37,58,1.257,111.356
0,38,37,62,1.148,118.349
0,38,37,63,1.095,115.386
1,38,37,63,1.076,114.910
0,38,37,64,1.070,116.605
1,38,37,67,1.289,109.610
0,40,37,58,1.103,119.417
0,40,37,63,0.943,122.904
0,40,37,64,0.931,123.541
0,40,37,78,0.931,123.604
0,41,37,58,0.967,120.535
0,45,37,63,1.031,116.781
0,45,37,64,1.156,110.199
0,45,37,69,1.248,111.041
0,58,37,62,1.016,125.987
0,58,37,63,1.152,112.628
0,58,37,64,1.291,106.250
1,58,37,64,1.108,113.166
0,58,37,78,1.188,110.842
0,0,38,0,0.000,113.800
0,37,38,37,1.085,115.406
0,37,38,38,1.289,112.016
0,37,38,63,1.230,110.181
0,37,38,64,1.207,111.032
0,37,38,69,1.238,114.692
0,37,38,78,1.118,114.813
0,38,38,38,1.343,118.516
0,0,39,0,0.000,120.700
1,0,39,0,0.000,125.400
0,1,39,63,0.854,123.380
0,1,39,65,1.111,118.049
1,2,39,63,0.858,130.275
1,2,39,65,0.900,133.220
1,3,39,63,0.900,127.045
1,3,39,65,1.126,118.909
0,6,39,63,1.166,122.985
0,6,39,65,1.396,117.707
0,8,39,63,1.000,124.868
0,8,39,65,1.057,127.145
1,9,39,63,0.981,127.725
1,9,39,65,1.170,122.487
0,10,39,63,1.109,119.788
0,10,39,65,1.118,124.961
0,18,39,63,1.108,117.061
0,23,39,63,0.551,127.770
0,23,39,65,0.752,118.352
0,23,39,78,0.581,124.000
0,25,39,63,0.667,134.561
0,25,39,65,0.944,118.135
0,37,39,63,0.900,127.009
1,37,39,63,0.922,125.312
1,37,39,65,1.080,121.090
0,40,39,63,0.984,126.832
0,45,39,63,1.056,121.641
0,45,39,65,1.354,112.464
0,63,39,63,1.152,109.599
1,63,39,63,0.887,128.078
0,63,39,64,1.004,120.577
1,63,39,64,0.899,126.936
0,63,39,65,1.284,112.087
1,63,39,65,1.146,117.990
0,63,39,78,1.300,105.800
0,64,39,65,1.007,126.117
0,65,39,65,1.462,116.898
0,0,40,0,0.000,115.000
3,0,40,0,0.000,57.800
0,1,40,1,1.064,113.703
0,1,40,2,0.998,118.873
0,1,40,3,1.007,118.319
0,1,40,6,1.421,109.742
0,1,40,9,1.203,113.198
0,1,40,10,1.232,111.320
0,1,40,11,1.436,104.665
0,1,40,12,1.202,109.320
0,1,40,20,1.047,114.970
0,1,40,25,0.912,114.483
0,1,40,28,0.689,112.374
0,1,40,30,1.024,118.604
0,1,40,37,0.835,107.349
0,1,40,39,1.254,110.622
0,1,40,40,1.183,114.011
0,1,40,45,1.223,112.226
0,1,40,46,1.025,122.982
0,1,40,63,1.084,114.473
0,1,40,64,1.064,115.483
0,2,40,2,0.997,120.651
0,2,40,3,0.981,121.660
0,2,40,6,1.316,115.626
0,2,40,9,1.118,119.196
0,2,40,10,1.142,117.260
0,2,40,19,0.732,128.087
0,2,40,28,0.767,111.053
0,2,40,37,1.049,117.022
0,2,40,39,1.192,115.106
0,2,40,40,1.060,122.253
0,2,40,63,1.008,120.447
0,3,40,3,0.883,128.240
0,3,40,8,1.259,111.557
0,3,40,9,1.106,119.822
0,3,40,10,1.269,111.261
0,3,40,12,1.146,112.718
0,3,40,15,1.105,117.871
0,3,40,20,1.130,112.139
0,3,40,22,1.072,114.420
0,3,40,25,0.820,121.724
0,3,40,28,0.700,114.808
0,3,40,37,1.056,116.655
0,3,40,40,1.147,117.511
0,3,40,64,1.132,113.602
0,6,40,28,0.889,110.000
0,8,40,28,0.764,111.915
0,8,40,37,1.216,112.920
0,8,40,63,1.351,108.085
0,9,40,28,0.774,112.549
0,9,40,37,1.236,112.751
0,10,40,28,0.799,109.725
0,10,40,37,1.316,108.686
0,11,40,37,1.546,101.687
0,15,40,15,1.154,121.497
3,22,40,22,0.204,57.777
0,22,40,37,1.066,114.220
0,22,40,63,1.126,112.006
0,25,40,28,0.485,120.000
0,25,40,37,0.868,117.977
0,26,40,28,0.506,118.000
0,26,40,37,0.812,122.336
0,28,40,28,0.560,109.160
0,28,40,30,0.656,119.230
